year,ahe,bachelor,female,age,const
2015.0,19.23077,1.0,1.0,32.0,1
2015.0,12.237762,1.0,0.0,32.0,1
2015.0,19.23077,1.0,0.0,32.0,1
2015.0,11.538462,0.0,1.0,28.0,1
2015.0,15.182186,0.0,0.0,32.0,1
2015.0,28.846153,1.0,1.0,32.0,1
2015.0,19.667831,0.0,0.0,29.0,1
2015.0,11.538462,0.0,1.0,25.0,1
2015.0,24.038462,1.0,1.0,33.0,1
2015.0,24.038782,0.0,0.0,26.0,1
2015.0,48.076923,1.0,0.0,31.0,1
2015.0,20.229807,1.0,1.0,31.0,1
2015.0,15.144231,0.0,0.0,25.0,1
2015.0,20.192308,1.0,1.0,33.0,1
2015.0,18.26923,0.0,0.0,33.0,1
2015.0,17.482517,0.0,0.0,33.0,1
2015.0,13.461538,0.0,1.0,27.0,1
2015.0,19.23077,0.0,0.0,33.0,1
2015.0,13.736263,1.0,1.0,30.0,1
2015.0,13.269231,1.0,1.0,30.0,1
2015.0,7.2115383,0.0,1.0,27.0,1
2015.0,18.75,0.0,0.0,31.0,1
2015.0,16.826923,0.0,0.0,30.0,1
2015.0,30.76923,1.0,1.0,29.0,1
2015.0,14.663462,1.0,1.0,34.0,1
2015.0,7.6923075,1.0,1.0,34.0,1
2015.0,11.217949,1.0,1.0,34.0,1
2015.0,9.2,0.0,0.0,25.0,1
2015.0,17.788462,0.0,0.0,27.0,1
2015.0,19.23077,0.0,1.0,30.0,1
2015.0,28.571428,1.0,1.0,34.0,1
2015.0,9.615385,0.0,1.0,32.0,1
2015.0,15.769231,0.0,1.0,27.0,1
2015.0,16.826923,1.0,1.0,30.0,1
2015.0,24.038462,1.0,1.0,25.0,1
2015.0,5.769231,0.0,1.0,34.0,1
2015.0,14.423077,0.0,0.0,29.0,1
2015.0,11.25,0.0,0.0,31.0,1
2015.0,17.307692,1.0,1.0,28.0,1
2015.0,11.538462,1.0,1.0,27.0,1
2015.0,11.057693,0.0,1.0,25.0,1
2015.0,20.384615,0.0,0.0,29.0,1
2015.0,15.934066,0.0,0.0,28.0,1
2015.0,11.538462,1.0,1.0,27.0,1
2015.0,12.019231,1.0,0.0,33.0,1
2015.0,19.311058,0.0,0.0,34.0,1
2015.0,14.423077,0.0,1.0,31.0,1
2015.0,19.23077,0.0,0.0,34.0,1
2015.0,25.961538,1.0,0.0,26.0,1
2015.0,19.505495,1.0,1.0,27.0,1
2015.0,19.23077,1.0,1.0,31.0,1
2015.0,16.827885,1.0,1.0,32.0,1
2015.0,10.769231,0.0,0.0,32.0,1
2015.0,15.384615,0.0,0.0,25.0,1
2015.0,14.423077,0.0,1.0,32.0,1
2015.0,26.923077,0.0,0.0,25.0,1
2015.0,20.0,1.0,1.0,27.0,1
2015.0,22.596153,1.0,0.0,32.0,1
2015.0,48.077885,1.0,1.0,29.0,1
2015.0,32.05128,1.0,0.0,25.0,1
2015.0,18.0,1.0,0.0,29.0,1
2015.0,30.76923,1.0,1.0,32.0,1
2015.0,40.865383,1.0,0.0,28.0,1
2015.0,32.4,1.0,1.0,26.0,1
2015.0,23.076923,1.0,0.0,26.0,1
2015.0,25.240385,1.0,0.0,27.0,1
2015.0,43.26923,1.0,0.0,27.0,1
2015.0,46.897114,1.0,0.0,26.0,1
2015.0,34.188034,1.0,0.0,32.0,1
2015.0,29.807692,1.0,0.0,33.0,1
2015.0,13.461538,1.0,0.0,33.0,1
2015.0,18.901098,1.0,1.0,34.0,1
2015.0,9.125,1.0,1.0,27.0,1
2015.0,44.71154,1.0,0.0,31.0,1
2015.0,52.884617,1.0,0.0,26.0,1
2015.0,12.019231,1.0,1.0,26.0,1
2015.0,12.019231,1.0,1.0,31.0,1
2015.0,31.25,0.0,0.0,30.0,1
2015.0,14.529915,0.0,1.0,26.0,1
2015.0,17.482517,0.0,0.0,29.0,1
2015.0,9.615385,0.0,1.0,29.0,1
2015.0,14.423077,0.0,0.0,30.0,1
2015.0,38.46154,0.0,1.0,32.0,1
2015.0,38.46154,1.0,0.0,28.0,1
2015.0,21.978022,1.0,0.0,28.0,1
2015.0,17.788462,1.0,1.0,28.0,1
2015.0,15.769231,0.0,1.0,27.0,1
2015.0,14.423077,0.0,1.0,27.0,1
2015.0,46.153847,0.0,0.0,29.0,1
2015.0,16.346153,0.0,1.0,33.0,1
2015.0,21.978022,1.0,1.0,32.0,1
2015.0,24.254808,1.0,0.0,31.0,1
2015.0,38.46154,0.0,0.0,33.0,1
2015.0,19.23077,1.0,1.0,26.0,1
2015.0,14.967949,1.0,0.0,34.0,1
2015.0,18.26923,0.0,0.0,29.0,1
2015.0,23.076923,1.0,0.0,32.0,1
2015.0,25.0,1.0,1.0,30.0,1
2015.0,9.245563,0.0,0.0,33.0,1
2015.0,13.461538,0.0,1.0,28.0,1
2015.0,24.51923,0.0,0.0,33.0,1
2015.0,24.954212,1.0,1.0,33.0,1
2015.0,9.6,0.0,1.0,29.0,1
2015.0,10.576923,0.0,1.0,27.0,1
2015.0,13.701923,1.0,0.0,29.0,1
2015.0,14.903846,1.0,0.0,31.0,1
2015.0,14.423077,0.0,1.0,31.0,1
2015.0,40.865383,1.0,1.0,32.0,1
2015.0,25.641026,0.0,1.0,27.0,1
2015.0,24.725275,1.0,1.0,25.0,1
2015.0,31.25,1.0,1.0,26.0,1
2015.0,28.846153,1.0,0.0,29.0,1
2015.0,31.25,1.0,0.0,31.0,1
2015.0,24.038462,1.0,1.0,25.0,1
2015.0,16.153847,1.0,1.0,26.0,1
2015.0,24.038462,1.0,0.0,28.0,1
2015.0,14.423077,1.0,0.0,26.0,1
2015.0,27.403847,1.0,0.0,29.0,1
2015.0,20.192308,1.0,0.0,27.0,1
2015.0,28.846153,1.0,1.0,31.0,1
2015.0,56.490383,1.0,0.0,27.0,1
2015.0,18.0,1.0,1.0,26.0,1
2015.0,13.076923,0.0,0.0,25.0,1
2015.0,19.23077,1.0,1.0,26.0,1
2015.0,32.05128,1.0,0.0,25.0,1
2015.0,27.546778,1.0,1.0,30.0,1
2015.0,11.538462,1.0,1.0,28.0,1
2015.0,34.786324,1.0,1.0,32.0,1
2015.0,27.403847,1.0,0.0,34.0,1
2015.0,22.035257,0.0,1.0,34.0,1
2015.0,35.096153,1.0,1.0,34.0,1
2015.0,21.634615,1.0,1.0,31.0,1
2015.0,42.78846,1.0,0.0,30.0,1
2015.0,54.326923,1.0,1.0,29.0,1
2015.0,10.576923,0.0,0.0,26.0,1
2015.0,14.423077,1.0,0.0,28.0,1
2015.0,24.609615,0.0,1.0,29.0,1
2015.0,18.028847,0.0,0.0,28.0,1
2015.0,34.134617,1.0,0.0,32.0,1
2015.0,15.480769,0.0,0.0,32.0,1
2015.0,14.957265,1.0,1.0,29.0,1
2015.0,7.2115383,1.0,1.0,27.0,1
2015.0,13.186813,0.0,1.0,25.0,1
2015.0,44.471153,1.0,0.0,32.0,1
2015.0,36.53846,1.0,0.0,34.0,1
2015.0,31.264744,1.0,0.0,25.0,1
2015.0,45.673077,1.0,0.0,31.0,1
2015.0,59.82906,1.0,0.0,33.0,1
2015.0,60.096153,1.0,1.0,33.0,1
2015.0,23.74963,0.0,0.0,29.0,1
2015.0,13.461538,0.0,0.0,25.0,1
2015.0,21.634615,0.0,1.0,30.0,1
2015.0,32.692307,1.0,1.0,32.0,1
2015.0,14.229615,1.0,0.0,25.0,1
2015.0,17.307692,1.0,0.0,26.0,1
2015.0,46.153847,1.0,1.0,25.0,1
2015.0,26.709402,1.0,0.0,25.0,1
2015.0,27.472527,0.0,0.0,31.0,1
2015.0,57.692307,0.0,0.0,26.0,1
2015.0,28.846153,1.0,1.0,32.0,1
2015.0,28.846153,1.0,0.0,31.0,1
2015.0,18.39161,1.0,1.0,28.0,1
2015.0,24.038462,0.0,0.0,33.0,1
2015.0,38.46154,1.0,0.0,34.0,1
2015.0,10.576923,0.0,0.0,33.0,1
2015.0,24.038462,1.0,1.0,32.0,1
2015.0,25.0,1.0,0.0,27.0,1
2015.0,11.153846,1.0,0.0,31.0,1
2015.0,14.423077,0.0,0.0,27.0,1
2015.0,5.769231,1.0,1.0,27.0,1
2015.0,27.777779,1.0,0.0,33.0,1
2015.0,12.087913,1.0,0.0,30.0,1
2015.0,9.615385,0.0,0.0,25.0,1
2015.0,8.894231,0.0,1.0,29.0,1
2015.0,12.5,1.0,0.0,29.0,1
2015.0,8.01282,1.0,1.0,27.0,1
2015.0,24.038462,1.0,1.0,25.0,1
2015.0,31.25,1.0,0.0,27.0,1
2015.0,22.884615,1.0,0.0,28.0,1
2015.0,26.442308,1.0,1.0,30.0,1
2015.0,38.46154,1.0,0.0,31.0,1
2015.0,20.0,0.0,1.0,29.0,1
2015.0,51.28205,1.0,0.0,31.0,1
2015.0,48.076923,1.0,1.0,25.0,1
2015.0,18.26923,1.0,1.0,28.0,1
2015.0,29.91453,1.0,0.0,29.0,1
2015.0,31.264744,1.0,0.0,28.0,1
2015.0,19.23077,1.0,0.0,27.0,1
2015.0,49.51923,1.0,0.0,26.0,1
2015.0,12.019231,1.0,1.0,32.0,1
2015.0,35.096153,1.0,1.0,28.0,1
2015.0,64.10256,1.0,0.0,30.0,1
2015.0,34.615383,1.0,1.0,33.0,1
2015.0,28.846153,1.0,0.0,25.0,1
2015.0,12.019231,1.0,1.0,30.0,1
2015.0,57.692307,0.0,0.0,34.0,1
2015.0,35.0,1.0,0.0,27.0,1
2015.0,24.038462,1.0,1.0,27.0,1
2015.0,21.634615,0.0,0.0,25.0,1
2015.0,18.26923,0.0,0.0,27.0,1
2015.0,57.692307,1.0,0.0,34.0,1
2015.0,11.538462,0.0,1.0,28.0,1
2015.0,16.826923,0.0,0.0,26.0,1
2015.0,11.538462,0.0,1.0,32.0,1
2015.0,31.46853,1.0,0.0,27.0,1
2015.0,31.46853,1.0,1.0,27.0,1
2015.0,24.038462,1.0,0.0,25.0,1
2015.0,27.72436,1.0,0.0,29.0,1
2015.0,36.057693,1.0,0.0,31.0,1
2015.0,21.794872,1.0,1.0,29.0,1
2015.0,40.865383,1.0,0.0,27.0,1
2015.0,19.23077,1.0,0.0,25.0,1
2015.0,20.833334,1.0,0.0,26.0,1
2015.0,48.173077,1.0,1.0,33.0,1
2015.0,20.340237,1.0,1.0,30.0,1
2015.0,21.634615,0.0,1.0,26.0,1
2015.0,19.23077,0.0,0.0,28.0,1
2015.0,35.7906,1.0,1.0,31.0,1
2015.0,10.208333,0.0,1.0,25.0,1
2015.0,16.826923,0.0,0.0,31.0,1
2015.0,10.817307,1.0,1.0,34.0,1
2015.0,12.019231,0.0,1.0,31.0,1
2015.0,21.634615,0.0,1.0,33.0,1
2015.0,9.134615,0.0,0.0,30.0,1
2015.0,28.846153,1.0,1.0,33.0,1
2015.0,36.53846,0.0,1.0,33.0,1
2015.0,13.416816,0.0,0.0,29.0,1
2015.0,38.4625,1.0,0.0,34.0,1
2015.0,11.0,0.0,0.0,25.0,1
2015.0,10.0,0.0,1.0,27.0,1
2015.0,19.23077,0.0,1.0,33.0,1
2015.0,5.769231,1.0,0.0,25.0,1
2015.0,6.730769,0.0,1.0,30.0,1
2015.0,13.461538,0.0,0.0,27.0,1
2015.0,13.354701,0.0,0.0,34.0,1
2015.0,8.653846,1.0,1.0,31.0,1
2015.0,18.028847,1.0,1.0,28.0,1
2015.0,18.75,1.0,1.0,25.0,1
2015.0,11.057693,0.0,0.0,29.0,1
2015.0,14.951923,0.0,0.0,27.0,1
2015.0,12.5,0.0,1.0,33.0,1
2015.0,16.02564,0.0,0.0,32.0,1
2015.0,19.23077,1.0,1.0,30.0,1
2015.0,26.442308,1.0,0.0,31.0,1
2015.0,26.442308,1.0,0.0,28.0,1
2015.0,19.615385,0.0,0.0,31.0,1
2015.0,12.019231,1.0,1.0,33.0,1
2015.0,33.653847,1.0,1.0,30.0,1
2015.0,23.076923,0.0,1.0,33.0,1
2015.0,21.367521,0.0,0.0,27.0,1
2015.0,31.25,0.0,0.0,25.0,1
2015.0,24.038462,1.0,0.0,32.0,1
2015.0,19.23077,1.0,1.0,26.0,1
2015.0,27.884615,1.0,0.0,34.0,1
2015.0,14.423077,0.0,1.0,33.0,1
2015.0,18.26923,1.0,0.0,33.0,1
2015.0,26.709402,1.0,1.0,34.0,1
2015.0,21.153847,0.0,0.0,30.0,1
2015.0,14.182693,1.0,1.0,30.0,1
2015.0,43.26923,1.0,0.0,31.0,1
2015.0,14.423077,0.0,0.0,27.0,1
2015.0,14.423077,0.0,1.0,26.0,1
2015.0,15.384615,0.0,1.0,28.0,1
2015.0,18.846153,1.0,1.0,25.0,1
2015.0,11.057693,0.0,0.0,25.0,1
2015.0,28.846153,1.0,0.0,34.0,1
2015.0,12.019231,0.0,0.0,30.0,1
2015.0,42.735043,1.0,0.0,29.0,1
2015.0,26.709402,1.0,0.0,27.0,1
2015.0,13.461538,0.0,0.0,26.0,1
2015.0,2.0408163,1.0,0.0,34.0,1
2015.0,29.164616,0.0,1.0,33.0,1
2015.0,7.6923075,1.0,0.0,32.0,1
2015.0,55.28846,1.0,0.0,31.0,1
2015.0,36.53846,1.0,1.0,28.0,1
2015.0,24.038462,1.0,0.0,28.0,1
2015.0,14.423077,1.0,1.0,27.0,1
2015.0,9.615385,0.0,0.0,25.0,1
2015.0,27.472527,1.0,1.0,34.0,1
2015.0,8.173077,1.0,0.0,25.0,1
2015.0,20.879122,1.0,1.0,26.0,1
2015.0,31.25,0.0,1.0,26.0,1
2015.0,25.0,1.0,1.0,30.0,1
2015.0,17.647058,1.0,1.0,31.0,1
2015.0,21.153847,1.0,0.0,26.0,1
2015.0,21.634615,1.0,1.0,25.0,1
2015.0,15.384615,0.0,1.0,34.0,1
2015.0,13.675214,0.0,0.0,27.0,1
2015.0,20.673077,1.0,1.0,29.0,1
2015.0,15.865385,0.0,0.0,27.0,1
2015.0,16.826923,0.0,0.0,25.0,1
2015.0,24.038462,1.0,1.0,30.0,1
2015.0,17.307692,0.0,1.0,26.0,1
2015.0,13.461538,0.0,0.0,28.0,1
2015.0,14.423077,1.0,1.0,30.0,1
2015.0,19.23077,1.0,1.0,26.0,1
2015.0,15.182186,0.0,0.0,32.0,1
2015.0,19.23077,1.0,0.0,30.0,1
2015.0,9.340659,0.0,1.0,25.0,1
2015.0,48.076923,1.0,0.0,34.0,1
2015.0,15.384615,0.0,0.0,27.0,1
2015.0,17.307692,1.0,0.0,34.0,1
2015.0,3.3653846,1.0,1.0,25.0,1
2015.0,12.019231,0.0,0.0,28.0,1
2015.0,39.74359,1.0,0.0,33.0,1
2015.0,21.978022,0.0,0.0,33.0,1
2015.0,25.0,0.0,1.0,30.0,1
2015.0,38.46154,1.0,0.0,31.0,1
2015.0,27.64423,1.0,0.0,29.0,1
2015.0,11.057693,0.0,1.0,31.0,1
2015.0,27.027027,1.0,1.0,29.0,1
2015.0,31.25,1.0,0.0,31.0,1
2015.0,14.182693,1.0,1.0,31.0,1
2015.0,16.346153,1.0,0.0,34.0,1
2015.0,48.71795,1.0,0.0,32.0,1
2015.0,33.654808,1.0,1.0,27.0,1
2015.0,38.46154,1.0,1.0,25.0,1
2015.0,9.125,1.0,1.0,27.0,1
2015.0,19.23077,1.0,1.0,26.0,1
2015.0,21.634615,0.0,0.0,26.0,1
2015.0,20.192308,0.0,1.0,33.0,1
2015.0,16.826923,0.0,0.0,31.0,1
2015.0,60.096153,1.0,1.0,33.0,1
2015.0,48.076923,1.0,1.0,34.0,1
2015.0,21.634615,1.0,0.0,32.0,1
2015.0,8.076923,0.0,1.0,32.0,1
2015.0,40.865383,1.0,0.0,28.0,1
2015.0,72.11539,1.0,0.0,26.0,1
2015.0,17.156862,0.0,0.0,25.0,1
2015.0,54.554657,1.0,0.0,32.0,1
2015.0,21.153847,0.0,0.0,29.0,1
2015.0,20.192308,0.0,1.0,30.0,1
2015.0,25.786713,1.0,1.0,27.0,1
2015.0,16.826923,1.0,0.0,25.0,1
2015.0,11.538462,1.0,1.0,33.0,1
2015.0,39.0625,1.0,0.0,29.0,1
2015.0,26.442308,0.0,0.0,29.0,1
2015.0,14.423077,1.0,1.0,25.0,1
2015.0,11.057693,0.0,0.0,26.0,1
2015.0,36.98225,1.0,0.0,34.0,1
2015.0,11.923077,1.0,1.0,34.0,1
2015.0,17.307692,0.0,0.0,33.0,1
2015.0,39.0625,1.0,0.0,32.0,1
2015.0,17.307692,0.0,1.0,32.0,1
2015.0,36.057693,1.0,1.0,34.0,1
2015.0,20.879122,1.0,1.0,26.0,1
2015.0,12.019231,1.0,1.0,25.0,1
2015.0,19.23077,1.0,1.0,28.0,1
2015.0,22.649572,0.0,0.0,33.0,1
2015.0,33.284023,1.0,0.0,33.0,1
2015.0,12.884615,1.0,0.0,30.0,1
2015.0,33.653847,1.0,0.0,26.0,1
2015.0,31.25,0.0,0.0,27.0,1
2015.0,21.978022,1.0,1.0,29.0,1
2015.0,33.653847,1.0,0.0,29.0,1
2015.0,52.884617,1.0,0.0,26.0,1
2015.0,14.423077,0.0,0.0,30.0,1
2015.0,8.653846,0.0,1.0,34.0,1
2015.0,22.115385,0.0,0.0,31.0,1
2015.0,10.989011,0.0,0.0,25.0,1
2015.0,16.27219,1.0,1.0,25.0,1
2015.0,8.173077,0.0,0.0,31.0,1
2015.0,10.576923,0.0,1.0,30.0,1
2015.0,10.35503,1.0,0.0,25.0,1
2015.0,19.824038,0.0,1.0,31.0,1
2015.0,13.736263,0.0,0.0,29.0,1
2015.0,7.6923075,0.0,1.0,28.0,1
2015.0,21.153847,0.0,0.0,34.0,1
2015.0,31.25,1.0,0.0,33.0,1
2015.0,4.524887,1.0,1.0,29.0,1
2015.0,19.23077,0.0,0.0,28.0,1
2015.0,33.653847,0.0,0.0,25.0,1
2015.0,13.942307,0.0,1.0,25.0,1
2015.0,16.826923,1.0,1.0,30.0,1
2015.0,25.0,0.0,0.0,26.0,1
2015.0,5.029586,0.0,0.0,33.0,1
2015.0,26.709402,1.0,1.0,33.0,1
2015.0,12.019231,0.0,1.0,32.0,1
2015.0,19.23077,1.0,1.0,28.0,1
2015.0,15.384615,1.0,0.0,31.0,1
2015.0,19.23077,0.0,0.0,27.0,1
2015.0,8.653846,0.0,0.0,30.0,1
2015.0,16.346153,0.0,0.0,30.0,1
2015.0,14.529915,0.0,1.0,30.0,1
2015.0,23.557692,0.0,0.0,32.0,1
2015.0,40.865383,1.0,1.0,33.0,1
2015.0,18.26923,1.0,0.0,30.0,1
2015.0,47.115383,1.0,0.0,33.0,1
2015.0,26.442308,1.0,1.0,30.0,1
2015.0,25.961538,1.0,1.0,33.0,1
2015.0,23.89423,0.0,1.0,29.0,1
2015.0,28.653847,0.0,0.0,30.0,1
2015.0,8.505918,0.0,1.0,29.0,1
2015.0,10.576923,0.0,1.0,34.0,1
2015.0,4.4278846,0.0,0.0,28.0,1
2015.0,26.442308,1.0,1.0,26.0,1
2015.0,33.653847,1.0,0.0,30.0,1
2015.0,29.020979,1.0,0.0,32.0,1
2015.0,20.192308,1.0,0.0,28.0,1
2015.0,22.115385,1.0,0.0,27.0,1
2015.0,14.423077,1.0,1.0,32.0,1
2015.0,40.865383,1.0,1.0,30.0,1
2015.0,31.25,1.0,1.0,27.0,1
2015.0,41.025642,1.0,0.0,33.0,1
2015.0,32.5,1.0,0.0,27.0,1
2015.0,7.5,0.0,1.0,30.0,1
2015.0,8.653846,0.0,1.0,33.0,1
2015.0,11.538462,0.0,1.0,26.0,1
2015.0,9.75,0.0,0.0,26.0,1
2015.0,19.23077,1.0,0.0,25.0,1
2015.0,15.384615,0.0,0.0,34.0,1
2015.0,15.384615,0.0,1.0,32.0,1
2015.0,33.653847,0.0,0.0,30.0,1
2015.0,15.865385,0.0,1.0,33.0,1
2015.0,48.076923,1.0,0.0,29.0,1
2015.0,65.789474,1.0,1.0,30.0,1
2015.0,4.5787544,0.0,1.0,33.0,1
2015.0,11.538462,0.0,1.0,33.0,1
2015.0,24.055288,1.0,1.0,31.0,1
2015.0,10.444445,0.0,0.0,26.0,1
2015.0,33.653847,0.0,0.0,30.0,1
2015.0,11.057693,0.0,1.0,31.0,1
2015.0,24.038462,0.0,0.0,29.0,1
2015.0,17.307692,1.0,0.0,30.0,1
2015.0,28.846153,1.0,0.0,34.0,1
2015.0,20.192308,1.0,1.0,25.0,1
2015.0,8.01282,0.0,1.0,26.0,1
2015.0,10.432693,0.0,1.0,29.0,1
2015.0,11.538462,1.0,0.0,27.0,1
2015.0,17.307692,1.0,1.0,33.0,1
2015.0,15.384615,0.0,1.0,33.0,1
2015.0,19.23077,1.0,0.0,29.0,1
2015.0,12.019231,0.0,0.0,25.0,1
2015.0,36.53846,0.0,1.0,33.0,1
2015.0,6.7235575,1.0,0.0,32.0,1
2015.0,7.2115383,1.0,0.0,32.0,1
2015.0,11.057693,1.0,0.0,32.0,1
2015.0,12.019231,0.0,0.0,28.0,1
2015.0,14.423077,0.0,1.0,30.0,1
2015.0,10.096154,0.0,1.0,33.0,1
2015.0,21.634615,1.0,0.0,33.0,1
2015.0,10.817307,1.0,1.0,28.0,1
2015.0,16.826923,1.0,1.0,25.0,1
2015.0,28.846153,0.0,0.0,29.0,1
2015.0,14.423077,1.0,1.0,28.0,1
2015.0,12.020192,1.0,0.0,34.0,1
2015.0,19.23077,1.0,0.0,26.0,1
2015.0,6.25,0.0,0.0,32.0,1
2015.0,24.038462,0.0,1.0,31.0,1
2015.0,40.0,1.0,0.0,32.0,1
2015.0,27.24359,1.0,0.0,33.0,1
2015.0,28.846153,1.0,1.0,34.0,1
2015.0,11.057693,0.0,0.0,26.0,1
2015.0,21.634615,1.0,0.0,30.0,1
2015.0,43.26923,1.0,1.0,32.0,1
2015.0,15.384615,0.0,0.0,26.0,1
2015.0,21.367521,1.0,0.0,25.0,1
2015.0,17.142857,1.0,0.0,25.0,1
2015.0,7.5520835,1.0,0.0,34.0,1
2015.0,28.846153,1.0,0.0,29.0,1
2015.0,15.384615,1.0,0.0,26.0,1
2015.0,23.076923,1.0,0.0,29.0,1
2015.0,8.603239,1.0,0.0,26.0,1
2015.0,5.769231,0.0,0.0,33.0,1
2015.0,26.442308,1.0,1.0,31.0,1
2015.0,21.634615,0.0,0.0,33.0,1
